image,gsd,model,inference_ms,precision,recall,f1,mean_iou,area_rmse
0.1m_01_20.png,0.1,Hybrid_v8+SAM,223.99044036865234,0.5789473379501401,0.5499999725000013,0.5641020355034027,0.8593211897854315,3.8850938914593245
0.1m_01_20.png,0.1,Hybrid_v11+SAM,206.4497470855713,0.6818181508264477,0.7499999625000018,0.7142851814062456,0.8515255520934779,4.299920929505568
0.1m_01_20.png,0.1,Mask_RCNN,77.90207862854004,0.5666666477777784,0.8499999575000021,0.6799994928003383,0.8651675825841193,4.244195343954736
0.1m_01_20.png,0.1,Watershed,86.84062957763672,0.0,0.0,0.0,0.0,0.0
0.1m_01_27.png,0.1,YOLOv8,44.42739486694336,0.7142856887755111,0.7999999680000013,0.7547164542545131,0.8850498891317979,3.6377128803686527
0.1m_01_27.png,0.1,YOLOv11,50.899505615234375,0.8260869206049165,0.7599999696000012,0.7916661345489272,0.9027635087368696,3.6486334860861915
0.1m_01_27.png,0.1,YOLOv11_Ablation,53.93362045288086,0.5945945785244708,0.8799999648000014,0.7096769151928337,0.8565125705658709,5.9387158085351635
0.1m_01_27.png,0.1,Hybrid_v8+SAM,235.48007011413574,0.7142856887755111,0.7999999680000013,0.7547164542545131,0.8581269717455863,4.23367157441387
0.1m_01_27.png,0.1,Hybrid_v11+SAM,207.08823204040527,0.8260869206049165,0.7599999696000012,0.7916661345489272,0.8705930318946489,3.9398169874674203
0.1m_01_27.png,0.1,Mask_RCNN,71.66194915771484,0.7599999696000012,0.7599999696000012,0.7599994696003302,0.8891383621354481,4.646006207939302
0.1m_01_27.png,0.1,Watershed,84.7465991973877,0.0,0.0,0.0,0.0,0.0
0.1m_sample_01.png,0.1,YOLOv8,43.56956481933594,0.6071428354591845,0.7727272376033073,0.6799994800003577,0.8693886497154111,5.051813885072546
0.1m_sample_01.png,0.1,YOLOv11,49.8812198638916,0.7894736426592819,0.6818181508264477,0.7317067840574485,0.8822519356686008,4.094490607307986
0.1m_sample_01.png,0.1,YOLOv11_Ablation,50.36616325378418,0.6666666419753096,0.8181817809917372,0.7346933527700134,0.8239862650207599,6.254004050739547
0.1m_sample_01.png,0.1,Hybrid_v8+SAM,233.94203186035156,0.6071428354591845,0.7727272376033073,0.6799994800003577,0.8350135562777026,5.438674146387908
0.1m_sample_01.png,0.1,Hybrid_v11+SAM,203.07540893554688,0.7894736426592819,0.6818181508264477,0.7317067840574485,0.8430956274687411,4.882166868648935
0.1m_sample_01.png,0.1,Mask_RCNN,52.68526077270508,0.9230768520710114,0.5454545206611581,0.6857137795921531,0.8576569416447613,4.953462593647667
